acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude
86910,,Slight,2,1,03/02/2010,Wednesday,3,February,10,11,30,230,C,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322860,676050,519148,Junction,T.V.N.P.,344755,unset,EH52LD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.971225469798156,-3.237514556625351
88910,,Serious,1,1,03/02/2010,Wednesday,3,February,10,17,35,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,327550,671780,12228057,Junction,Pedestrian,344756,unset,EH165EH,Control by other authorised person,No physical crossing facility within 50m,At scene,55.93359998223903,-3.1612403018944577
89810,,Slight,1,1,01/02/2010,Monday,1,February,10,17,15,230,A,8,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,325330,673850,521040,Junction,Cyclist,344757,unset,EH22HG,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere,55.951854322875185,-3.197339644476114
90010,,Slight,2,1,03/02/2010,Wednesday,3,February,10,17,10,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,318030,670150,0,Unset,T.V.N.P.,344758,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.917428144445786,-3.313083596466968
90510,,Slight,2,1,04/02/2010,Thursday,4,February,10,12,45,230,Unclassified,,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327970,674200,520758,Junction,T.V.N.P.,344759,unset,EH88JE,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.955401869004646,-3.1551662619276466
90810,,Slight,2,1,04/02/2010,Thursday,4,February,10,17,55,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,B,701,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,321820,669090,532933,Junction,Cyclist,344760,unset,EH130LB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.90853803981418,-3.2521538223012962
92210,,Slight,2,1,03/02/2010,Wednesday,3,February,10,13,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327870,674670,557950,Segment,T.V.N.P.,344761,unset,EH76BP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.959608813991466,-3.15689339143275
93210,,Slight,1,1,05/02/2010,Friday,5,February,10,15,10,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324160,672700,559466,Segment,Pedestrian,344762,unset,EH111AL,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.941340709395334,-3.215747482634793
93310,,Serious,1,1,05/02/2010,Friday,5,February,10,14,0,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Authorised Person,A,902,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318570,675000,519951,Junction,Pedestrian,344763,unset,EH46AS,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.96108476151516,-3.305911573703771
93710,,Slight,2,1,05/02/2010,Friday,5,February,10,20,15,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,321520,674390,520395,Junction,T.V.N.P.,344764,unset,EH43RG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.95609700663069,-3.2584940987390287
94910,,Slight,3,1,29/01/2010,Friday,29,January,10,23,30,230,A,702,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324920,672880,533347,Junction,Cyclist,344656,unset,EH39LZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.94307706445884,-3.2036333503782846
95110,,Slight,2,1,05/02/2010,Friday,5,February,10,19,20,230,B,700,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,324660,673180,566213,Segment,T.V.N.P.,344765,unset,EH38BL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94573116028587,-3.207878902281088
96310,,Slight,1,1,06/02/2010,Saturday,6,February,10,7,25,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,320910,675460,519765,Junction,S.V.N.P.,344766,unset,EH45AG,Control by other authorised person,Central refuge - no other controls,At scene,55.96560816779223,-3.268575472297375
96710,,Slight,2,1,06/02/2010,Saturday,6,February,10,23,50,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325700,673740,2310553,Junction,T.V.N.P.,344767,unset,EH11BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9509236418144,-3.191385568943554
96810,,Slight,2,1,07/02/2010,Sunday,7,February,10,17,14,230,A,702,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324330,670340,530005,Junction,T.V.N.P.,344768,unset,EH106ER,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.92016820162037,-3.212364202729718
97010,,Slight,1,1,06/02/2010,Saturday,6,February,10,14,0,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322770,676650,559928,Segment,Pedestrian,344769,unset,EH51LL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.97660055449482,-3.2391284817402854
99010,,Slight,2,1,08/02/2010,Monday,8,February,10,11,25,230,Unclassified,,One way Street,30,Roundabout,Give way sign or markings,A,1140,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329970,674390,530854,Junction,T.V.N.P.,344770,unset,EH76TH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.95740472760211,-3.1231919189982533
100410,,Slight,2,1,08/02/2010,Monday,8,February,10,19,0,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325110,674140,520548,Junction,T.V.N.P.,344771,unset,EH21JX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.95442504612916,-3.2009425119857275
101510,,Slight,1,1,08/02/2010,Monday,8,February,10,18,36,230,B,924,Single carriageway - 2 lanes,60,Slip road,Give way sign or markings,A,90,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,316150,676970,0,Unset,S.V.N.P.,344772,unset,EH309TR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.97836298442695,-3.3452770067048925
102110,,Slight,2,1,10/02/2010,Wednesday,10,February,10,0,1,230,B,9080,Single carriageway - 2 lanes,60,Not at or within 20 metres of junction,unset,\,,Darkness: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,313440,675110,0,Unset,T.V.N.P.,344773,unset,EH299EQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.96117477766499,-3.3880922406771163
103910,,Slight,2,1,02/02/2010,Tuesday,2,February,10,8,55,230,A,71,Roundabout,40,Roundabout,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Snowing (without high winds),Dry,None,None,No overtaking,318640,670430,2586683,Junction,T.V.N.P.,344774,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.920046893212415,-3.3034109497605253
106110,,Slight,2,1,10/02/2010,Wednesday,10,February,10,15,10,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319720,670360,0,Unset,Cyclist,344775,unset,EH114QD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.91959976060544,-3.286114049257863
106510,,Slight,1,1,10/02/2010,Wednesday,10,February,10,13,45,230,A,6106,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330150,673500,523662,Junction,Pedestrian,344776,unset,EH151LZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.94943607209967,-3.1200786958169657
107010,,Slight,2,1,10/02/2010,Wednesday,10,February,10,14,33,230,C,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327030,675220,519900,Junction,Cyclist,344777,unset,EH68RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.96442235549646,-3.1704937998010405
107210,,Slight,1,1,10/02/2010,Wednesday,10,February,10,15,30,230,Unclassified,,Single carriageway - 2 lanes,20,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327310,675640,557437,Segment,Pedestrian,344778,unset,EH68BR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.96823767462652,-3.166122981439444
108210,,Slight,2,1,11/02/2010,Thursday,11,February,10,8,5,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327290,676430,519265,Junction,Cyclist,344779,unset,EH67BG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.97533110064722,-3.1666569277350303
109410,,Slight,1,1,11/02/2010,Thursday,11,February,10,16,55,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325840,674480,12222952,Segment,Pedestrian,344780,unset,EH13QR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.95759257595306,-3.18934805641128
111710,,Slight,1,1,12/02/2010,Friday,12,February,10,14,0,230,C,,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,316970,672010,0,Unset,S.V.N.P.,344781,unset,EH129BS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.93395338265726,-3.3306108471150564
112010,,Slight,1,1,12/02/2010,Friday,12,February,10,21,44,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,329060,670130,568105,Segment,Pedestrian,350559,unset,EH177SE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.91900345175289,-3.1366419850078047
