acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported
187011,,Slight,1,1,15/03/2011,Tuesday,15,March,11,15,45,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,Road suface defective,None,No overtaking,322310,676650,559664,Segment,S.V.N.P.,345679,unset,EH51QW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
188711,,Slight,2,1,17/03/2011,Thursday,17,March,11,16,0,230,C,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323110,675310,519804,Junction,Cyclist,345680,unset,EH41QL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
188911,,Slight,2,1,17/03/2011,Thursday,17,March,11,16,55,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322670,675710,563961,Segment,Pedestrian,345681,unset,EH44AG,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
189211,,Slight,1,1,17/03/2011,Thursday,17,March,11,17,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327700,668740,0,Unset,Pedestrian,345682,unset,EH166RF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
192911,,Serious,2,2,19/03/2011,Saturday,19,March,11,13,15,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323400,674000,520434,Junction,T.V.N.P.,345683,unset,EH43EG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
193011,,Slight,2,1,18/03/2011,Friday,18,March,11,8,30,230,Unclassified,,Dual carriageway - 2 lanes,40,'T' or staggered junction,Automatic Traffic Signal,A,902,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318070,672730,521634,Junction,T.V.N.P.,345684,unset,EH128LU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere
193311,,Slight,1,1,20/03/2011,Sunday,20,March,11,3,0,230,A,7,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325930,673650,521103,Junction,Pedestrian,345685,unset,EH11RU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
193411,,Slight,2,1,17/03/2011,Thursday,17,March,11,21,37,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325360,673870,521052,Junction,Bus,345686,unset,EH22ER,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere
195011,,Slight,2,1,10/03/2011,Thursday,10,March,11,7,45,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320200,672890,521727,Junction,Cyclist,345687,unset,EH126NN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
195311,,Slight,1,1,18/03/2011,Friday,18,March,11,16,50,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326890,676260,12238390,Junction,Pedestrian,345688,unset,EH66DE,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
197111,,Slight,4,2,21/03/2011,Monday,21,March,11,17,58,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,313480,671380,6452108,Segment,M.V.N.P.,345689,unset,EH288QX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
197411,,Slight,1,1,22/03/2011,Tuesday,22,March,11,8,25,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320000,670320,0,Unset,Pedestrian,345690,unset,EH142PN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
197711,,Slight,2,1,23/03/2011,Wednesday,23,March,11,12,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326070,673430,0,Unset,T.V.N.P.,345691,unset,EH11LT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
197911,,Slight,3,1,23/03/2011,Wednesday,23,March,11,6,0,230,A,71,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321930,671660,549737,Segment,M.V.N.P.,345692,unset,EH113AL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
198311,,Slight,2,1,24/03/2011,Thursday,24,March,11,13,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325960,673030,0,Unset,T.V.N.P.,345693,unset,EH89AL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
198411,,Slight,3,1,24/03/2011,Thursday,24,March,11,9,0,230,A,90,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321530,674930,555510,Segment,M.V.N.P.,345694,unset,EH42AQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
199911,,Serious,2,1,24/03/2011,Thursday,24,March,11,17,30,230,A,90,Single carriageway - 2 lanes,40,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320000,675070,519708,Junction,T.V.N.P.,345695,unset,EH47NA,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
200211,,Slight,1,1,25/03/2011,Friday,25,March,11,15,30,230,A,1,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328250,674150,2106118,Segment,Pedestrian,345696,unset,EH87AD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
202411,,Slight,2,1,26/03/2011,Saturday,26,March,11,14,30,230,C,,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325140,673970,521064,Junction,Bus,345697,unset,EH23BU,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
202511,,Slight,2,1,20/03/2011,Sunday,20,March,11,10,45,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326960,674750,520281,Junction,Cyclist,345698,unset,EH75PP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
202611,,Serious,2,1,26/03/2011,Saturday,26,March,11,16,0,230,A,8,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322820,673250,521274,Junction,T.V.N.P.,345699,unset,EH126DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
202711,,Slight,2,1,26/03/2011,Saturday,26,March,11,13,20,230,A,1140,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328500,674160,554882,Segment,T.V.N.P.,345700,unset,EH87BB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
202811,,Serious,1,1,26/03/2011,Saturday,26,March,11,16,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323120,676360,0,Unset,Pedestrian,345701,unset,EH52JP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
202911,,Serious,1,1,26/03/2011,Saturday,26,March,11,20,0,230,A,8,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,A,7,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325820,674000,517891,Junction,Pedestrian,345702,unset,EH22EJ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
203011,,Slight,1,1,27/03/2011,Sunday,27,March,11,0,20,230,A,900,Single carriageway - 2 lanes,30,Crossroads,Authorised Person,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326380,674890,520266,Junction,Pedestrian,345703,unset,EH74LU,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
205811,,Serious,1,1,26/03/2011,Saturday,26,March,11,23,25,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325480,672150,559024,Segment,Pedestrian,345704,unset,EH91HF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
206711,,Slight,2,1,28/03/2011,Monday,28,March,11,16,23,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,900,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327210,676240,519253,Junction,T.V.N.P.,345705,unset,EH67AF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
207111,,Slight,1,1,25/03/2011,Friday,25,March,11,12,24,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329750,673300,523641,Junction,Pedestrian,345706,unset,EH151SD,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
207211,,Slight,3,2,27/03/2011,Sunday,27,March,11,13,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323460,675830,563646,Segment,M.V.N.P.,345707,unset,EH52DJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene
207411,,Serious,2,1,29/03/2011,Tuesday,29,March,11,8,24,230,A,70,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,70,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323480,672260,521991,Junction,T.V.N.P.,345708,unset,EH111EG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
207511,,Slight,1,1,28/03/2011,Monday,28,March,11,17,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320300,669760,532828,Junction,Pedestrian,345709,unset,EH143AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
207611,,Slight,1,1,29/03/2011,Tuesday,29,March,11,12,30,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320200,672890,521727,Junction,Bus,345710,unset,EH126NN,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
